_id,comment,course,createdAt,rating,updatedAt,user,userId,courseId,reviewId
,,,,3.5,,,46,8,88
,,,,3.5,,,47,9,89
,,,,3.5,,,48,10,90
,,,,3.5,,,49,11,91
,,,,3.5,,,50,12,92
,,,,3.5,,,51,13,93
,,,,3.5,,,52,14,94
,,,,3.5,,,53,15,95
,,,,3.5,,,54,16,96
,,,,3.5,,,55,17,97
,,,,3.5,,,56,18,98
,,,,3.5,,,57,19,99
,,,,3.5,,,58,20,100
,,,,3.5,,,59,21,101
,,,,3.5,,,60,22,102
,,,,3.5,,,61,23,103
,,,,3.5,,,62,24,104
,,,,3.5,,,63,25,105
,,,,3.5,,,64,26,106
,,,,3.5,,,65,27,107
,,,,3.5,,,66,28,108
,,,,3.5,,,67,29,109
,,,,3.5,,,68,30,110
,,,,3.5,,,69,31,111
,,,,3.5,,,70,32,112
,,,,3.5,,,71,33,113
,,,,3.5,,,72,34,114
,,,,3.5,,,73,35,115
,,,,3.5,,,74,1,116
,,,,3.5,,,75,2,117
,,,,3.5,,,76,3,118
,,,,3.5,,,77,4,119
,,,,3.5,,,78,5,120
,,,,3.5,,,79,6,121
,,,,3.5,,,80,7,122
,,,,3.5,,,81,8,123
,,,,3.5,,,82,9,124
,,,,3.5,,,83,10,125
,,,,3.5,,,84,11,126
,,,,3.5,,,85,12,127
,,,,3.5,,,86,13,128
,,,,3.5,,,87,14,129
,,,,3.5,,,88,15,130
,,,,3.5,,,89,16,131
,,,,3.5,,,90,17,132
,,,,3.5,,,91,18,133
,,,,3.5,,,92,19,134
,,,,3.5,,,93,20,135
,,,,3.5,,,94,21,136
,,,,3.5,,,95,22,137
,,,,3.5,,,96,23,138
,,,,3.5,,,97,24,139
,,,,3.5,,,98,25,140
,,,,3.5,,,99,26,141
,,,,3.5,,,100,27,142
,,,,3.5,,,101,28,143
,,,,3.5,,,102,29,144
,,,,3.5,,,103,30,145
,,,,3.5,,,104,31,146
,,,,3.5,,,105,32,147
,,,,3.5,,,106,33,148
,,,,3.5,,,107,34,149
,,,,3.5,,,108,35,150
,,,,3.5,,,109,1,151
,,,,3.5,,,110,2,152
,,,,3.5,,,111,3,153
,,,,3.5,,,112,4,154
,,,,3.5,,,113,5,155
,,,,3.5,,,114,6,156
,,,,3.5,,,115,7,157
,,,,3.5,,,116,8,158
,,,,3.5,,,117,9,159
,,,,3.5,,,118,10,160
,,,,3.5,,,119,11,161
,,,,3.5,,,120,12,162
,,,,3.5,,,121,13,163
,,,,3.5,,,122,14,164
,,,,3.5,,,123,15,165
,,,,3.5,,,124,16,166
,,,,3.5,,,125,17,167
,,,,3.5,,,126,18,168
,,,,3.5,,,127,19,169
,,,,3.5,,,128,20,170
,,,,3.5,,,129,21,171
,,,,3.5,,,130,22,172
,,,,3.5,,,131,23,173
,,,,3.5,,,132,24,174
,,,,3.5,,,133,25,175
,,,,3.5,,,134,26,176
,,,,3.5,,,135,27,177
,,,,3.5,,,136,28,178
,,,,3.5,,,137,29,179
,,,,3.5,,,138,30,180
,,,,3.5,,,139,31,181
,,,,3.5,,,140,32,182
,,,,3.5,,,141,33,183
,,,,3.5,,,142,34,184
,,,,3.5,,,143,35,185
,,,,3.5,,,144,1,186
,,,,3.5,,,145,2,187
,,,,3.5,,,146,3,188
,,,,3.5,,,147,4,189
,,,,3.5,,,148,5,190
,,,,3.5,,,149,6,191
,,,,3.5,,,150,7,192
,,,,3.5,,,151,8,193
,,,,3.5,,,152,9,194
,,,,3.5,,,153,10,195
,,,,3.5,,,154,11,196
,,,,3.5,,,155,12,197
,,,,3.5,,,156,13,198
,,,,3.5,,,157,14,199
,,,,3.5,,,158,15,200
,,,,3.5,,,159,16,201
,,,,3.5,,,160,17,202
,,,,3.5,,,161,18,203
,,,,3.5,,,162,19,204
,,,,3.5,,,163,20,205
,,,,3.5,,,164,21,206
,,,,3.5,,,165,22,207
,,,,3.5,,,166,23,208
,,,,3.5,,,167,24,209
,,,,3.5,,,168,25,210
,,,,3.5,,,169,26,211
,,,,3.5,,,170,27,212
,,,,3.5,,,171,28,213
,,,,3.5,,,172,29,214
,,,,3.5,,,173,30,215
,,,,3.5,,,174,31,216
,,,,3.5,,,175,32,217
,,,,3.5,,,176,33,218
,,,,3.5,,,177,34,219
,,,,3.5,,,178,35,220
,,,,3.5,,,179,1,221
,,,,3.5,,,180,2,222
,,,,3.5,,,181,3,223
,,,,3.5,,,182,4,224
,,,,3.5,,,183,5,225
,,,,2.5,,,184,6,226
,,,,2.5,,,185,7,227
,,,,2.5,,,186,8,228
,,,,2.5,,,187,9,229
,,,,2.5,,,188,10,230
,,,,2.5,,,189,11,231
,,,,2.5,,,190,12,232
,,,,2.5,,,191,13,233
,,,,2.5,,,192,14,234
,,,,2.5,,,193,15,235
,,,,2.5,,,194,16,236
,,,,2.5,,,195,17,237
,,,,2.5,,,196,18,238
,,,,2.5,,,197,19,239
,,,,2.5,,,198,20,240
,,,,2.5,,,199,21,241
,,,,2.5,,,200,22,242
,,,,2.5,,,201,23,243
,,,,2.5,,,202,24,244
,,,,2.5,,,203,25,245
,,,,2.5,,,204,26,246
,,,,2.5,,,205,27,247
,,,,2.5,,,206,28,248
,,,,2.5,,,207,29,249
,,,,2.5,,,208,30,250
,,,,2.5,,,209,31,251
,,,,2.5,,,210,32,252
,,,,2.5,,,211,33,253
,,,,2.5,,,212,34,254
,,,,2.5,,,213,35,255
,,,,2.5,,,214,1,256
,,,,2.5,,,215,1,257
,,,,2.5,,,216,1,258
,,,,2.5,,,217,1,259
,,,,2.5,,,218,1,260
,,,,2.5,,,219,1,261
,,,,2.5,,,220,1,262
,,,,2.5,,,221,1,263
,,,,2.5,,,222,1,264
,,,,2.5,,,223,1,265
,,,,2.5,,,224,1,266
,,,,2.5,,,225,1,267
,,,,2.5,,,226,1,268
,,,,2.5,,,227,1,269
,,,,2.5,,,228,1,270
,,,,2.5,,,229,1,271
,,,,2.5,,,230,1,272
,,,,2.5,,,231,1,273
,,,,2.5,,,232,1,274
,,,,2.5,,,233,1,275
,,,,2.5,,,234,1,276
,,,,2.5,,,235,1,277
,,,,2.5,,,236,1,278
,,,,2.5,,,237,1,279
,,,,2.5,,,238,1,280
,,,,2.5,,,239,1,281
,,,,2.5,,,240,1,282
,,,,2.5,,,241,1,283
,,,,2.5,,,242,1,284
,,,,2.5,,,243,1,285
,,,,2.5,,,244,1,286
,,,,2.5,,,245,1,287
,,,,2.5,,,246,1,288
,,,,2.5,,,247,1,289
,,,,2.5,,,248,1,290
,,,,2.5,,,249,1,291
,,,,2.5,,,250,1,292
,,,,2.5,,,251,1,293
,,,,2.5,,,252,1,294
,,,,2.5,,,253,1,295
,,,,2.5,,,254,1,296
,,,,2.5,,,255,1,297
,,,,2.5,,,256,1,298
,,,,2.5,,,257,1,299
,,,,2.5,,,258,1,300
,,,,2.5,,,259,1,301
,,,,2.5,,,260,1,302
,,,,2.5,,,261,1,303
,,,,2.5,,,262,1,304
,,,,2.5,,,263,1,305
,,,,2.5,,,264,1,306
,,,,2.5,,,265,1,307
,,,,2.5,,,266,1,308
,,,,2.5,,,267,1,309
,,,,2.5,,,268,1,310
,,,,2.5,,,269,1,311
,,,,2.5,,,270,1,312
,,,,2.5,,,271,1,313
,,,,2.5,,,272,1,314
,,,,2.5,,,273,1,315
,,,,2.5,,,274,1,316
,,,,2.5,,,275,1,317
,,,,2.5,,,276,1,318
,,,,2.5,,,277,1,319
,,,,2.5,,,278,1,320
,,,,2.5,,,279,1,321
,,,,2.5,,,280,1,322
,,,,2.5,,,281,1,323
,,,,2.5,,,282,1,324
,,,,2.5,,,283,1,325
,,,,2.5,,,284,1,326
,,,,2.5,,,285,1,327
,,,,2.5,,,286,1,328
,,,,2.5,,,287,1,329
,,,,2.5,,,288,1,330
,,,,2.5,,,289,1,331
,,,,2.5,,,290,1,332
,,,,2.5,,,291,1,333
,,,,2.5,,,292,1,334
,,,,2.5,,,293,1,335
,,,,2.5,,,294,1,336
,,,,2.5,,,295,1,337
,,,,2.5,,,296,1,338
,,,,2.5,,,297,1,339
,,,,2.5,,,298,1,340
,,,,2.5,,,299,1,341
,,,,2.5,,,300,1,342
,,,,2.5,,,301,1,343
,,,,2.5,,,302,1,344
,,,,2.5,,,303,1,345
,,,,2.5,,,304,1,346
,,,,2.5,,,305,1,347
,,,,2.5,,,306,1,348
,,,,2.5,,,307,1,349
,,,,2.5,,,308,1,350
,,,,2.5,,,309,1,351
,,,,2.5,,,310,1,352
,,,,2.5,,,311,1,353
,,,,2.5,,,312,1,354
,,,,2.5,,,313,1,355
,,,,2.5,,,314,1,356
,,,,2.5,,,315,1,357
,,,,2.5,,,316,1,358
,,,,2.5,,,317,1,359
,,,,2.5,,,318,1,360
,,,,2.5,,,319,1,361
,,,,2.5,,,320,1,362
,,,,2.5,,,321,1,363
,,,,2.5,,,322,1,364
,,,,2.5,,,323,1,365
,,,,2.5,,,324,1,366
,,,,2.5,,,325,1,367
,,,,2.5,,,326,1,368
,,,,2.5,,,327,1,369
,,,,2.5,,,328,1,370
,,,,2.5,,,329,1,371
,,,,2.5,,,330,1,372
,,,,2.5,,,331,1,373
,,,,2.5,,,332,1,374
,,,,2.5,,,333,1,375
,,,,2.5,,,334,1,376
,,,,2.5,,,335,1,377
,,,,2.5,,,336,1,378
,,,,2.5,,,337,1,379
,,,,2.5,,,338,1,380
,,,,2.5,,,339,1,381
,,,,2.5,,,340,1,382
,,,,2.5,,,341,1,383
,,,,2.5,,,342,1,384
,,,,2.5,,,343,1,385
,,,,2.5,,,344,1,386
,,,,2.5,,,345,1,387
,,,,2.5,,,346,1,388
,,,,2.5,,,347,1,389
,,,,2.5,,,348,1,390
,,,,2.5,,,349,1,391
,,,,2.5,,,350,1,392
,,,,2.5,,,351,1,393
,,,,2.5,,,352,1,394
,,,,2.5,,,353,1,395
,,,,2.5,,,354,1,396
,,,,2.5,,,355,1,397
,,,,2.5,,,356,1,398
,,,,2.5,,,357,1,399
,,,,2.5,,,358,1,400
,,,,2.5,,,359,1,401
,,,,2.5,,,360,1,402
,,,,2.5,,,361,1,403
,,,,2.5,,,362,1,404
,,,,2.5,,,363,1,405
,,,,2.5,,,364,1,406
,,,,2.5,,,365,1,407
,,,,2.5,,,366,1,408
,,,,2.5,,,367,1,409
,,,,2.5,,,368,1,410
,,,,2.5,,,369,1,411
,,,,2.5,,,370,1,412
,,,,1,,,371,1,413
,,,,1.5,,,372,1,414
,,,,2,,,373,1,415
,,,,2.5,,,374,1,416
,,,,3,,,375,1,417
,,,,3.5,,,376,1,418
,,,,4,,,377,1,419
,,,,4.5,,,378,1,420
,,,,5,,,379,1,421
,,,,1,,,380,1,422
,,,,1.5,,,381,1,423
,,,,2,,,382,1,424
,,,,2.5,,,383,1,425
,,,,3,,,384,1,426
,,,,3.5,,,385,1,427
,,,,4,,,386,1,428
,,,,1,,,387,1,429
,,,,1.5,,,388,1,430
,,,,2,,,389,1,431
,,,,2.5,,,390,1,432
,,,,3,,,391,1,433
,,,,3.5,,,392,1,434
,,,,4,,,393,1,435
,,,,4.5,,,394,1,436
,,,,5,,,395,1,437
,,,,1,,,396,1,438
,,,,1,,,397,1,439
,,,,1.5,,,398,1,440
,,,,2,,,399,1,441
,,,,2.5,,,400,1,442
,,,,3,,,401,1,443
,,,,3.5,,,402,1,444
,,,,4,,,403,1,445
,,,,4.5,,,404,1,446
,,,,5,,,405,1,447
,,,,1,,,406,1,448
,,,,1.5,,,407,1,449
,,,,2,,,408,1,450
,,,,2.5,,,409,1,451
,,,,3,,,410,1,452
,,,,3.5,,,411,1,453
,,,,4,,,412,1,454
,,,,1,,,413,1,455
,,,,1.5,,,414,1,456
,,,,2,,,415,1,457
,,,,2.5,,,416,1,458
,,,,3,,,417,1,459
,,,,3.5,,,418,1,460
,,,,4,,,419,1,461
,,,,4.5,,,420,1,462
,,,,5,,,421,1,463
,,,,1,,,422,1,464
,,,,1,,,423,1,465
,,,,1.5,,,424,1,466
,,,,2,,,425,1,467
,,,,2.5,,,426,1,468
,,,,3,,,427,1,469
,,,,3.5,,,428,1,470
,,,,4,,,429,1,471
,,,,4.5,,,430,1,472
,,,,5,,,431,1,473
,,,,1,,,432,1,474
,,,,1.5,,,433,1,475
,,,,2,,,434,1,476
,,,,2.5,,,435,1,477
,,,,3,,,436,1,478
,,,,3.5,,,437,1,479
,,,,4,,,438,1,480
,,,,1,,,439,1,481
,,,,1.5,,,440,1,482
,,,,2,,,441,1,483
,,,,2.5,,,442,1,484
,,,,3,,,443,1,485
,,,,3.5,,,444,1,486
,,,,4,,,445,1,487
,,,,4.5,,,446,1,488
,,,,5,,,447,1,489
,,,,1,,,448,1,490
,,,,1,,,449,1,491
,,,,1.5,,,450,1,492
,,,,2,,,451,1,493
,,,,2.5,,,452,1,494
,,,,3,,,453,1,495
,,,,3.5,,,454,1,496
,,,,4,,,455,1,497
,,,,4.5,,,456,1,498
,,,,5,,,457,1,499
,,,,1,,,458,1,500
,,,,1.5,,,459,1,501
,,,,2,,,460,1,502
,,,,2.5,,,461,1,503
,,,,3,,,462,1,504
,,,,3.5,,,463,1,505
,,,,4,,,464,1,506
,,,,1,,,465,1,507
,,,,1.5,,,466,1,508
,,,,2,,,467,1,509
,,,,2.5,,,468,1,510
,,,,3,,,469,1,511
,,,,3.5,,,470,1,512
,,,,4,,,471,1,513
,,,,4.5,,,472,1,514
,,,,5,,,473,1,515
,,,,1,,,474,1,516
,,,,1,,,475,1,517
,,,,1.5,,,476,1,518
,,,,2,,,477,1,519
,,,,2.5,,,478,1,520
,,,,3,,,479,1,521
,,,,3.5,,,480,1,522
,,,,4,,,481,1,523
,,,,4.5,,,482,1,524
,,,,5,,,483,1,525
,,,,1,,,484,1,526
,,,,1.5,,,485,1,527
,,,,2,,,486,1,528
,,,,2.5,,,487,1,529
,,,,3,,,488,1,530
,,,,3.5,,,489,1,531
,,,,4,,,490,1,532
,,,,1,,,491,1,533
,,,,1.5,,,492,1,534
,,,,2,,,493,1,535
,,,,2.5,,,494,1,536
,,,,3,,,495,1,537
,,,,3.5,,,496,1,538
,,,,4,,,497,1,539
,,,,4.5,,,498,1,540
,,,,5,,,499,1,541
,,,,1,,,500,1,542
,,,,1,,,501,1,543
,,,,1.5,,,502,1,544
,,,,2,,,503,1,545
,,,,2.5,,,504,1,546
,,,,3,,,505,1,547
,,,,3.5,,,506,1,548
,,,,4,,,507,1,549
,,,,4.5,,,508,1,550
,,,,5,,,509,1,551
,,,,1,,,510,1,552
,,,,1.5,,,511,1,553
,,,,2,,,512,1,554
,,,,2.5,,,513,1,555
,,,,3,,,514,1,556
,,,,3.5,,,515,1,557
,,,,4,,,516,1,558
,,,,1,,,517,1,559
,,,,1.5,,,518,1,560
,,,,2,,,519,1,561
,,,,2.5,,,520,1,562
,,,,3,,,521,1,563
,,,,3.5,,,522,1,564
,,,,4,,,523,1,565
,,,,4.5,,,524,1,566
,,,,5,,,525,1,567
,,,,1,,,526,1,568
,,,,1,,,527,1,569
,,,,1.5,,,528,1,570
,,,,2,,,529,1,571
,,,,2.5,,,530,1,572
,,,,3,,,531,1,573
,,,,3.5,,,532,1,574
,,,,4,,,533,1,575
,,,,4.5,,,534,1,576
,,,,5,,,535,1,577
,,,,1,,,536,1,578
,,,,1.5,,,537,1,579
,,,,2,,,538,1,580
,,,,2.5,,,539,1,581
,,,,3,,,540,1,582
,,,,3.5,,,541,1,583
,,,,4,,,542,1,584
,,,,1,,,543,1,585
,,,,1.5,,,544,1,586
,,,,2,,,545,2,587
,,,,2.5,,,546,2,588
,,,,3,,,547,2,589
,,,,3.5,,,548,2,590
,,,,4,,,549,2,591
,,,,4.5,,,550,2,592
,,,,5,,,551,2,593
,,,,1,,,552,2,594
,,,,1,,,553,2,595
,,,,1.5,,,554,2,596
,,,,2,,,555,2,597
,,,,2.5,,,556,2,598
,,,,3,,,557,2,599
,,,,3.5,,,558,2,600
,,,,4,,,559,2,601
,,,,4.5,,,560,2,602
,,,,5,,,561,2,603
,,,,1,,,562,2,604
,,,,1.5,,,563,2,605
,,,,2,,,564,2,606
,,,,2.5,,,565,2,607
,,,,3,,,566,2,608
,,,,3.5,,,567,2,609
,,,,4,,,568,2,610
,,,,1,,,569,2,611
,,,,1.5,,,570,2,612
,,,,2,,,571,2,613
,,,,2.5,,,572,2,614
,,,,3,,,573,2,615
,,,,3.5,,,574,2,616
,,,,4,,,575,2,617
,,,,4.5,,,576,2,618
,,,,5,,,577,2,619
,,,,1,,,578,2,620
,,,,1,,,579,2,621
,,,,1.5,,,580,2,622
,,,,2,,,581,2,623
,,,,2.5,,,582,2,624
,,,,3,,,583,2,625
,,,,3.5,,,584,2,626
,,,,4,,,585,2,627
,,,,4.5,,,586,2,628
,,,,5,,,587,2,629
,,,,1,,,588,2,630
,,,,1.5,,,589,2,631
,,,,2,,,590,2,632
,,,,2.5,,,591,2,633
,,,,3,,,592,2,634
,,,,3.5,,,593,2,635
,,,,4,,,594,2,636
,,,,1,,,595,2,637
,,,,1.5,,,596,2,638
,,,,2,,,597,2,639
,,,,2.5,,,598,2,640
,,,,3,,,599,2,641
,,,,3.5,,,600,2,642
,,,,4,,,601,2,643
,,,,4.5,,,602,2,644
,,,,5,,,603,2,645
,,,,1,,,604,2,646
,,,,1,,,605,2,647
,,,,1.5,,,606,2,648
,,,,2,,,607,2,649
,,,,2.5,,,608,2,650
,,,,3,,,609,2,651
,,,,3.5,,,610,2,652
,,,,4,,,611,2,653
,,,,4.5,,,612,2,654
,,,,5,,,613,2,655
,,,,1,,,614,2,656
,,,,1.5,,,615,2,657
,,,,2,,,616,2,658
,,,,2.5,,,617,2,659
,,,,3,,,618,2,660
,,,,3.5,,,619,2,661
,,,,4,,,620,2,662
,,,,1,,,621,2,663
,,,,1.5,,,622,2,664
,,,,2,,,623,2,665
,,,,2.5,,,624,2,666
,,,,3,,,625,2,667
,,,,3.5,,,626,2,668
,,,,4,,,627,2,669
,,,,4.5,,,628,2,670
,,,,5,,,629,2,671
,,,,1,,,630,2,672
,,,,1,,,631,2,673
,,,,1.5,,,632,2,674
,,,,2,,,633,2,675
,,,,2.5,,,634,2,676
,,,,3,,,635,2,677
,,,,3.5,,,636,2,678
,,,,4,,,637,2,679
,,,,4.5,,,638,2,680
,,,,5,,,639,2,681
,,,,1,,,640,2,682
,,,,1.5,,,641,2,683
,,,,2,,,642,2,684
,,,,2.5,,,643,2,685
,,,,3,,,644,2,686
,,,,3.5,,,645,2,687
,,,,4,,,646,2,688
,,,,1,,,647,2,689
,,,,1.5,,,648,2,690
,,,,2,,,649,2,691
,,,,2.5,,,650,2,692
,,,,3,,,651,2,693
,,,,3.5,,,652,2,694
,,,,4,,,653,2,695
,,,,4.5,,,654,2,696
,,,,5,,,655,2,697
,,,,1,,,656,2,698
,,,,1,,,657,2,699
,,,,1.5,,,658,2,700
,,,,2,,,659,2,701
,,,,2.5,,,660,2,702
,,,,3,,,661,2,703
,,,,3.5,,,662,2,704
,,,,4,,,663,2,705
,,,,4.5,,,664,2,706
,,,,5,,,665,2,707
,,,,1,,,666,2,708
,,,,1.5,,,667,2,709
,,,,2,,,668,2,710
,,,,2.5,,,669,2,711
,,,,3,,,670,2,712
,,,,3.5,,,671,2,713
,,,,4,,,672,2,714
,,,,1,,,673,2,715
,,,,1.5,,,674,2,716
,,,,2,,,675,2,717
,,,,2.5,,,676,2,718
,,,,3,,,677,2,719
,,,,3.5,,,678,2,720
,,,,4,,,679,2,721
,,,,4.5,,,680,2,722
,,,,5,,,681,2,723
,,,,1,,,682,2,724
,,,,1,,,683,2,725
,,,,1.5,,,684,2,726
,,,,2,,,685,2,727
,,,,2.5,,,686,2,728
,,,,3,,,687,2,729
,,,,3.5,,,688,2,730
,,,,4,,,689,2,731
,,,,4.5,,,690,2,732
,,,,5,,,691,2,733
,,,,1,,,692,2,734
,,,,1.5,,,693,2,735
,,,,2,,,694,2,736
,,,,2.5,,,695,2,737
,,,,3,,,696,2,738
,,,,3.5,,,697,2,739
,,,,4,,,698,2,740
,,,,1,,,699,2,741
,,,,1.5,,,700,2,742
,,,,2,,,701,2,743
,,,,2.5,,,702,2,744
,,,,3,,,703,2,745
,,,,3.5,,,704,2,746
,,,,4,,,705,2,747
,,,,4.5,,,706,2,748
,,,,5,,,707,2,749
,,,,1,,,708,2,750
,,,,1,,,709,2,751
,,,,1.5,,,710,2,752
,,,,2,,,711,2,753
,,,,2.5,,,712,2,754
,,,,3,,,713,2,755
,,,,3.5,,,714,2,756
,,,,4,,,715,2,757
,,,,4.5,,,716,2,758
,,,,5,,,717,2,759
,,,,1,,,718,2,760
,,,,1.5,,,719,2,761
,,,,2,,,720,2,762
,,,,2.5,,,721,2,763
,,,,3,,,722,2,764
,,,,3.5,,,723,2,765
,,,,4,,,724,2,766
,,,,1,,,725,2,767
,,,,1.5,,,726,2,768
,,,,2,,,727,2,769
,,,,2.5,,,728,2,770
,,,,3,,,729,2,771
,,,,3.5,,,730,2,772
,,,,4,,,731,2,773
,,,,4.5,,,732,2,774
,,,,5,,,733,2,775
,,,,1,,,734,2,776
,,,,1,,,735,2,777
